"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","np2","muni10","sgl1","honmun37","honmun38","honmun39","honmun40","honmun41","honmun42","cp5","cp6","cp7","cp8","cp13","cp20","honcp22","honcp21a","it1","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","arm2","vic41","vic43","ico2","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b10a","b11","b43","b12","b13","b18","b20","b20a","b21","b21a","b32","b37","b47a","b14","b15","b19","b46","honb51","mil1","b3milx","pr3e","honqt1","honqt2","honqt3","honqt4","honqt5","honqt6","honqt7","honqt8","honqt9","honqt10","honqt11","honqt12","m1","m2","honm3","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","mil7","pn4","w14a","e5","e15","e16","d1","d2","d3","d4","d5","d6","honjc17","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","vic44","fear6f","vb1","vb2","vb10","pol1","vb20","for5","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","inf3a","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4"
"1:534",4,1268,41801,418,401801,132,2,5,1,1,407,NA,NA,19,2,1,3,3,1,2,2,NA,4,2,NA,NA,NA,NA,NA,4,1,2,4,4,4,NA,NA,1,9,2,2,2,2,2,NA,2,NA,0,0,NA,1,NA,NA,4,2,6,4,6,4,4,4,4,7,4,4,4,5,7,4,5,3,3,NA,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,6,7,6,4,3,NA,3,NA,7,4,5,6,6,5,4,5,2,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,2,2,1,4,NA,NA,NA,NA,NA,NA,6,NA,1,1,5,5,NA,2,2,3,3,NA,NA,NA,2,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,5,1,3,4,NA,2,2010,NA,NA,NA
"1:535",4,1585,42203,422,402203,162,1,4,1,1,409,NA,NA,26,2,1,13,1,3,2,2,NA,2,2,NA,NA,NA,NA,NA,4,2,2,4,4,4,NA,NA,3,5,2,2,2,2,2,NA,2,NA,0,0,NA,3,NA,NA,3,3,4,3,3,4,4,3,4,7,4,5,4,7,5,4,6,5,4,NA,5,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,6,6,4,4,4,NA,3,NA,3,2,3,5,7,5,4,5,5,2,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,NA,NA,NA,NA,6,NA,2,1,1,5,NA,2,2,4,3,NA,NA,NA,2,2,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,5,2,4,4,NA,2,2010,NA,NA,NA
"1:536",4,1481,42102,421,402102,152,2,5,1,1,409,NA,NA,25,2,3,19,3,3,2,2,NA,4,2,NA,NA,NA,NA,NA,4,4,2,4,4,4,NA,NA,3,9,2,1,1,NA,2,NA,2,NA,0,0,NA,1,NA,NA,4,2,6,5,5,5,6,5,4,7,6,5,5,3,7,5,5,3,3,NA,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,6,6,5,6,4,NA,2,NA,6,2,2,6,6,6,5,5,3,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,2,NA,NA,NA,NA,NA,1,NA,1,1,5,5,NA,2,2,3,3,NA,NA,NA,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5,1,3,4,NA,2,2010,NA,NA,NA
"1:537",4,1214,41504,415,401504,126,1,4,1,1,406,NA,NA,21,2,2,5,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,3,4,4,4,4,NA,NA,2,9,2,1,2,2,2,NA,2,NA,0,0,NA,1,NA,NA,4,2,4,6,5,5,6,5,5,7,5,5,6,6,7,3,7,5,5,NA,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,7,7,7,3,5,NA,2,NA,6,7,3,5,6,6,5,7,1,1,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,9,NA,4,3,1,1,4,2,1,3,3,NA,NA,NA,1,2,5,4,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,6,2,3,4,NA,2,2010,NA,NA,NA
"1:538",4,2,40101,401,400101,1,2,5,1,1,401,NA,NA,18,1,2,3,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,3,4,4,4,NA,NA,NA,2,6,2,2,2,2,2,NA,2,NA,0,0,NA,3,NA,NA,4,2,4,2,2,5,5,2,4,7,4,4,3,7,4,4,4,4,4,NA,3,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,7,7,7,1,6,NA,3,NA,1,1,1,10,10,10,10,1,1,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2,2,2,4,2,NA,NA,NA,NA,NA,4,NA,3,1,1,3,NA,2,2,4,2,NA,NA,NA,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4,1,4,4,NA,1,2010,NA,NA,NA
"1:539",4,1329,41902,419,401902,137,2,5,1,1,407,NA,NA,42,1,1,4702,1,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,2,1,3,NA,NA,NA,1,5,1,1,1,2,1,4,2,NA,0,0,NA,3,NA,NA,1,4,7,6,6,6,6,7,6,7,6,7,3,6,6,7,6,4,7,NA,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,4,5,3,3,2,NA,1,NA,5,5,4,5,1,1,1,1,1,1,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,1,3,NA,NA,NA,NA,NA,2,NA,2,1,2,1,4,2,2,2,2,NA,NA,NA,4,2,5,1,1,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,4,1,4,4,NA,1,2010,NA,NA,NA
"1:540",4,1,40101,401,400101,1,2,5,1,1,401,NA,NA,22,1,1,3,2,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,4,2,2,4,4,NA,NA,NA,1,7,2,2,2,2,2,NA,2,NA,0,0,NA,3,NA,NA,3,4,5,5,4,4,4,4,4,7,4,4,3,7,5,3,4,1,4,NA,5,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,4,5,4,4,NA,2,NA,1,1,5,4,1,1,5,5,5,2,0,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,6,NA,3,2,1,1,4,2,2,3,2,NA,NA,NA,0,2,5,2,0,0,1,1,0,0,0,0,0,0,0,1,0,NA,NA,4,1,5,4,NA,1,2010,NA,NA,NA
"1:541",4,855,40504,405,400504,90,1,4,1,1,404,NA,NA,48,1,1,3,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,1,10,2,2,1,2,2,NA,2,NA,0,0,NA,1,NA,NA,2,1,7,6,3,4,5,6,6,6,5,6,4,4,5,5,5,5,6,NA,6,5,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,6,5,5,5,5,NA,1,NA,3,4,3,7,7,6,6,5,6,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,1,2,NA,NA,NA,NA,NA,6,NA,5,2,1,7,NA,1,1,1,2,NA,NA,NA,0,2,5,1,1,1,1,1,1,1,0,1,0,1,0,1,1,NA,NA,8,1,4,4,NA,1,2010,NA,NA,NA
"1:542",4,49,40104,401,400104,5,2,5,1,1,401,NA,NA,24,1,1,1,3,2,2,2,NA,5,2,NA,NA,NA,NA,NA,3,3,3,2,4,NA,NA,NA,3,8,2,2,1,2,1,1,2,NA,1,0,NA,1,NA,NA,4,4,4,5,4,4,5,5,5,7,5,4,4,5,4,4,6,4,3,NA,5,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,5,5,4,2,2,NA,2,NA,7,3,6,5,6,5,5,2,1,1,0,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,1,2,3,1,NA,NA,NA,NA,NA,7,NA,3,2,1,1,4,2,2,2,3,NA,NA,NA,1,1,2,5,0,0,1,0,0,1,0,1,1,0,0,1,0,NA,NA,4,2,5,4,NA,1,2010,NA,NA,NA
"1:543",4,1571,42101,421,402101,160,1,3,1,1,409,NA,NA,46,2,1,NA,3,2,2,2,NA,2,2,NA,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,1,NA,2,2,1,2,2,NA,2,NA,1,0,NA,4,NA,NA,1,2,6,5,4,5,5,NA,4,7,7,5,7,7,5,4,7,7,5,NA,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,7,6,5,1,4,NA,1,NA,10,7,4,7,5,3,4,1,1,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,2,4,NA,NA,NA,NA,NA,11,NA,5,1,5,5,NA,2,2,2,1,NA,NA,NA,2,2,5,4,1,1,1,1,0,0,1,1,1,0,0,1,0,NA,NA,6,2,5,4,NA,2,2010,NA,NA,NA
"1:544",4,1157,41304,413,401304,120,2,5,1,1,406,NA,NA,40,1,2,4,3,2,2,2,NA,2,1,1,2,2,2,2,4,2,4,4,4,NA,NA,NA,2,6,1,2,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,4,2,6,6,6,6,6,6,5,6,6,6,5,7,5,5,5,6,6,NA,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,4,3,4,6,4,NA,2,NA,7,7,7,7,7,6,6,6,2,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,2,3,NA,NA,NA,NA,NA,6,NA,3,2,1,1,4,2,2,3,2,NA,NA,NA,4,1,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,2,1,4,4,NA,1,2010,NA,NA,NA
"1:545",4,832,40705,407,400705,88,2,5,1,1,404,NA,NA,29,2,1,1,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,2,4,4,4,NA,NA,1,NA,2,2,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,4,3,4,3,4,4,4,3,6,7,7,6,3,7,2,2,4,4,4,NA,6,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,4,5,4,5,3,NA,3,NA,5,1,1,5,5,5,5,2,1,1,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,NA,NA,NA,NA,12,NA,1,1,1,1,4,2,1,3,1,NA,NA,NA,0,2,2,1,1,0,1,0,0,0,0,1,1,0,0,1,0,NA,NA,4,1,5,4,NA,2,2010,NA,NA,NA
"1:546",4,283,40201,402,400201,33,2,5,1,1,402,NA,NA,18,2,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,4,4,NA,NA,3,NA,2,2,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,4,NA,7,7,6,6,7,7,NA,6,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,6,7,6,6,6,NA,1,NA,5,7,4,5,6,3,4,4,4,2,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,3,2,2,4,2,NA,NA,NA,NA,NA,4,NA,2,1,1,5,NA,2,2,4,3,NA,NA,NA,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4,1,4,4,NA,2,2010,NA,NA,NA
"1:547",4,336,40301,403,400301,37,2,5,1,1,402,NA,NA,29,2,1,1,2,2,1,2,NA,3,1,1,2,2,2,2,4,1,3,4,4,4,NA,NA,2,7,2,2,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,NA,2,4,3,5,3,5,4,3,7,4,4,4,3,5,5,4,4,3,NA,5,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,7,5,6,5,6,NA,2,NA,3,3,2,10,3,2,1,1,1,1,0,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,0,NA,1,2,2,4,3,NA,NA,NA,NA,NA,3,NA,1,1,5,5,NA,2,2,4,2,NA,NA,NA,5,2,5,3,1,0,1,0,0,0,0,1,0,0,0,1,0,NA,NA,3,2,4,4,NA,2,2010,NA,NA,NA
"1:548",4,105,40101,401,400101,11,1,1,1,1,401,NA,NA,23,1,2,16,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,3,8,2,1,1,2,2,NA,2,NA,0,0,NA,2,NA,NA,2,2,5,6,5,5,6,5,4,7,5,5,5,7,5,5,5,4,5,NA,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,7,6,6,5,4,NA,2,NA,7,3,2,5,5,4,4,6,3,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,2,NA,NA,NA,NA,NA,6,NA,5,2,1,3,NA,2,1,3,3,NA,NA,NA,2,2,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,NA,NA,6,1,3,4,NA,1,2010,NA,NA,NA
"1:549",4,53,40104,401,400104,5,2,5,1,1,401,NA,NA,25,1,1,4,3,2,2,2,NA,2,2,NA,NA,NA,NA,NA,2,3,2,3,4,NA,NA,NA,2,10,2,1,1,NA,2,NA,1,NA,0,0,NA,1,NA,NA,4,1,5,1,NA,7,7,7,7,7,1,3,4,7,5,4,5,NA,5,NA,7,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,7,NA,NA,1,NA,3,NA,10,1,1,3,4,3,1,1,1,NA,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,0,NA,1,1,2,4,2,NA,NA,NA,NA,NA,7,NA,4,2,1,3,NA,2,2,3,3,NA,NA,NA,1,2,5,1,1,0,0,0,0,0,0,1,1,0,0,1,0,NA,NA,7,2,5,4,NA,1,2010,NA,NA,NA
"1:550",4,545,40401,404,400401,58,1,2,1,1,403,NA,NA,43,2,2,5,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,4,NA,NA,3,7,2,2,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,3,3,5,4,5,1,1,4,4,7,6,4,2,7,7,1,5,6,4,NA,5,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,1,7,1,1,1,NA,2,NA,1,1,1,5,1,1,1,1,1,2,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,NA,3,4,NA,NA,NA,NA,NA,6,NA,4,2,1,1,4,2,2,3,2,NA,NA,NA,5,1,5,2,1,0,1,0,0,1,0,0,0,0,0,1,0,NA,NA,3,1,5,4,NA,2,2010,NA,NA,NA
"1:551",4,842,40706,407,400706,89,2,5,1,1,404,NA,NA,38,1,2,4,3,2,2,2,NA,2,1,1,1,2,1,1,3,4,3,3,3,NA,NA,NA,2,7,1,1,1,2,2,NA,2,NA,0,0,NA,2,NA,NA,2,2,4,5,5,4,5,4,5,5,5,5,5,7,3,6,6,5,5,NA,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,6,6,5,4,4,NA,2,NA,10,5,5,10,6,6,5,5,6,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,2,2,3,NA,NA,NA,NA,NA,10,NA,4,2,1,1,2,2,2,3,2,NA,NA,NA,2,2,5,1,1,1,1,0,0,0,0,1,0,0,0,1,0,NA,NA,4,2,3,4,NA,1,2010,NA,NA,NA
"1:552",4,1121,41202,412,401202,117,2,5,1,1,406,NA,NA,28,1,1,4,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,1,8,2,2,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,3,2,5,4,6,5,6,6,5,6,6,4,5,6,6,4,5,5,5,NA,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,6,5,6,6,5,NA,2,NA,7,7,5,6,7,5,7,6,7,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,2,NA,NA,NA,NA,NA,6,NA,2,2,1,1,4,1,2,2,1,NA,NA,NA,2,2,5,2,1,1,1,0,0,0,0,1,1,0,0,1,1,NA,NA,5,1,3,4,NA,1,2010,NA,NA,NA
"1:553",4,1402,41805,418,401805,144,1,4,1,1,407,NA,NA,24,2,2,13,3,2,2,2,NA,1,2,NA,NA,NA,NA,NA,4,1,2,4,3,4,NA,NA,1,5,1,1,1,2,2,NA,2,NA,0,0,NA,1,NA,NA,4,4,1,7,1,1,7,2,2,7,1,1,1,2,2,1,4,7,1,NA,5,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,5,7,7,1,6,NA,3,NA,10,10,6,1,10,3,4,10,1,2,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,NA,NA,NA,NA,17,NA,2,1,1,1,1,2,2,4,3,NA,NA,NA,1,2,4,1,1,0,1,1,0,1,0,1,0,1,0,1,0,NA,NA,4,2,4,4,NA,2,2010,NA,NA,NA
"1:554",4,967,40805,408,400805,104,1,4,1,1,405,NA,NA,38,1,2,4,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,4,2,3,4,4,NA,NA,NA,1,10,2,1,1,2,1,1,2,NA,0,0,NA,1,NA,NA,4,2,7,6,6,7,5,6,7,7,7,7,6,5,7,4,6,7,5,NA,7,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,1,5,7,4,5,NA,1,NA,10,1,8,10,3,4,5,1,1,2,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,2,NA,NA,NA,NA,NA,15,NA,3,1,2,1,1,1,2,3,1,NA,NA,NA,4,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,NA,NA,7,2,5,4,NA,1,2010,NA,NA,NA
"1:555",4,801,40703,407,400703,86,2,5,1,1,404,NA,NA,19,1,2,3,3,2,2,2,NA,2,2,NA,NA,NA,NA,NA,4,4,4,4,3,NA,NA,NA,1,1,1,2,2,2,2,NA,2,NA,0,0,NA,1,NA,NA,4,2,4,3,4,3,3,4,4,7,5,4,5,6,6,5,5,5,5,NA,4,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,5,4,5,5,4,NA,3,NA,7,7,4,4,4,5,4,1,1,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,2,1,NA,NA,NA,NA,NA,12,NA,5,3,4,3,NA,1,1,2,2,NA,NA,NA,0,2,4,1,1,0,1,1,0,1,1,0,0,0,0,1,0,NA,NA,3,2,3,4,NA,1,2010,NA,NA,NA
"1:556",4,1532,42106,421,402106,156,2,5,1,1,409,NA,NA,46,2,2,13,3,3,2,2,NA,2,1,1,2,2,2,2,4,1,3,2,4,4,NA,NA,3,4,2,1,1,2,2,NA,2,NA,0,0,NA,2,NA,NA,4,2,4,6,5,3,5,5,4,7,4,5,5,5,7,4,7,4,4,NA,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,3,3,5,3,4,NA,3,NA,4,2,1,4,7,5,5,1,1,2,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,2,NA,NA,NA,NA,NA,6,NA,2,1,2,5,NA,2,2,4,3,NA,NA,NA,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,2,4,4,NA,2,2010,NA,NA,NA
"1:557",4,1465,42101,421,402101,151,2,5,1,1,409,NA,NA,41,1,1,13,2,3,2,2,NA,4,2,NA,NA,NA,NA,NA,4,4,2,2,4,NA,NA,NA,4,1,2,1,1,2,2,NA,2,NA,1,0,NA,3,NA,NA,4,2,5,7,7,1,1,1,2,7,7,7,7,7,7,1,7,1,7,NA,7,7,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,6,6,7,7,7,NA,3,NA,1,1,1,5,10,1,1,1,1,1,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,2,3,2,NA,NA,NA,NA,NA,3,NA,5,1,1,1,5,2,2,4,3,NA,NA,NA,6,2,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA,4,2,4,4,NA,1,2010,NA,NA,NA
"1:558",4,234,40101,401,400101,27,1,1,1,1,401,NA,NA,22,2,2,5,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,2,4,4,4,NA,NA,3,8,2,1,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,2,2,6,4,4,4,6,5,6,7,5,4,3,5,7,4,5,3,4,NA,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,6,7,6,4,4,NA,2,NA,7,3,2,7,5,3,3,5,2,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,2,NA,NA,NA,NA,NA,8,NA,2,1,5,5,NA,2,2,3,2,NA,NA,NA,2,2,5,1,1,0,1,0,0,0,0,1,1,0,0,1,0,NA,NA,5,1,3,4,NA,2,2010,NA,NA,NA
"1:559",4,18,40101,401,400101,2,2,5,1,1,401,NA,NA,40,1,2,19,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,2,2,2,NA,NA,NA,2,3,2,2,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,2,2,4,4,4,4,3,4,3,3,3,2,3,3,3,3,4,3,3,NA,3,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,4,3,4,3,3,NA,3,NA,4,4,NA,4,4,4,3,4,NA,2,0,0,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,2,2,4,NA,NA,NA,NA,NA,10,NA,1,1,5,1,4,2,2,4,2,NA,NA,NA,3,1,1,2,1,1,1,0,0,1,0,1,1,1,0,1,0,NA,NA,4,1,3,4,NA,1,2010,NA,NA,NA
"1:560",4,689,40408,404,400408,76,1,3,1,1,403,NA,NA,43,2,2,56,2,NA,2,2,NA,3,2,NA,NA,NA,NA,NA,4,3,2,NA,4,4,NA,NA,1,7,1,2,2,2,2,NA,1,NA,0,0,NA,1,NA,NA,4,3,5,4,5,4,5,4,5,4,4,5,7,7,7,7,5,3,4,NA,7,7,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,7,7,2,2,2,NA,3,NA,10,7,2,3,3,3,3,1,1,2,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,1,4,NA,NA,NA,NA,NA,9,NA,4,1,1,1,3,2,NA,3,3,NA,NA,NA,4,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,4,1,5,4,NA,2,2010,NA,NA,NA
"1:561",4,738,40601,406,400601,80,2,5,1,1,404,NA,NA,62,1,2,25,3,3,2,2,NA,5,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,2,NA,2,NA,2,2,2,NA,2,NA,1,0,NA,2,NA,NA,1,2,3,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,6,NA,NA,1,1,2,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,0,NA,5,3,11,6,NA,2,2,3,3,NA,NA,NA,6,4,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,10,1,4,4,NA,1,2010,NA,NA,NA
"1:562",4,599,40401,404,400401,65,1,2,1,1,403,NA,NA,38,1,2,1,3,3,2,2,NA,3,1,1,1,1,1,NA,4,4,4,4,4,NA,NA,NA,3,10,1,1,1,2,1,2,2,NA,1,0,NA,2,NA,NA,1,1,5,4,3,1,2,1,3,7,4,7,4,7,7,3,2,7,7,NA,3,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,6,6,4,2,4,NA,2,NA,3,1,5,5,1,5,5,1,1,2,1,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,2,NA,NA,NA,NA,NA,11,NA,2,1,1,1,2,2,2,3,3,NA,NA,NA,3,2,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,NA,NA,4,1,5,4,NA,1,2010,NA,NA,NA
