"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2","q1","nationality","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","prot4","jc10","jc13","jc15a","vic1ext","vic1exta","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b21","b21a","b32","b17","b37","b47a","b15","b50","b60","epp3","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","e5","e16","d1","d2","d3","d4","d5","d6","dem11","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar7","vb1","inf1","vb2","vb10","pol1","vb20","soc1","soc4","soc5","soc8","soc9","for5","for6b","for7b","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","colorr","sexi","colori","formatq","sex","year","fecha","lib1","lib4"
"2:806",2,73,10103,201,200101,9,1,1,1,1,201,1,28,2,2,1,27,2,2,2,3,1,NA,2,4,3,3,3,1,1,NA,1,2,2,NA,1,1,1,4,2,2,1,4,2,5,1,4,4,5,5,7,5,3,4,5,4,5,7,5,5,5,5,3,3,NA,2,2,3,6,5,1,5,7,7,3,2,1,1,2,8,4,5,8,1,2,0,0,0,NA,NA,NA,0,0,0,1,3,1,1,1,1,1,2,4,3,1,3,1,3,1,13,3,2,NA,NA,2,2,6,1,4,1,5,7,NA,1,2,3,3,2,6,2,4,2,5,4,1,0,1,1,1,1,0,0,1,0,0,1,1,1,6,1,4,4,2,2017,"2017-03-20",1,2
"2:807",2,810,1401,214,201401,124,1,3,1,1,203,2,21,2,2,4,4,3,1,2,3,1,4,4,2,4,1,10,2,NA,2,NA,2,2,NA,1,0,0,2,3,3,3,3,4,6,3,4,5,6,5,5,6,5,5,4,5,6,4,4,5,7,7,5,3,2,3,2,2,2,1,7,7,3,4,2,2,10,1,9,10,4,6,3,1,2,0,0,0,0,NA,NA,0,NA,1,1,3,2,1,1,1,1,2,1,2,1,3,1,1,2,2,1,2,NA,3,2,2,14,4,2,1,1,4,NA,2,2,1,2,2,3,1,1,2,3,2,1,0,1,1,0,0,0,1,0,1,0,1,0,1,5,1,5,4,2,2017,"2017-03-03",1,1
"2:808",2,18,106,201,200106,29,1,1,1,1,201,2,41,1,2,2,1,2,3,2,3,2,2,4,3,NA,2,4,2,NA,1,NA,1,1,1,2,1,1,3,2,2,1,3,3,4,4,5,7,7,6,6,4,3,4,4,5,5,5,4,4,5,5,2,3,4,3,3,3,3,6,6,4,6,5,3,1,8,6,6,8,1,2,5,5,1,0,0,0,0,0,NA,0,0,1,1,2,1,1,1,1,1,2,2,3,1,3,1,3,1,12,1,4,2,3,2,2,10,2,3,1,1,2,4,2,1,3,2,2,5,3,3,3,4,2,1,0,1,0,0,1,0,1,1,0,0,1,0,1,4,2,3,4,1,2017,"2017-03-08",1,1
"2:809",2,1434,10802,201,200108,42,1,1,1,1,201,1,32,2,2,1,1,3,3,1,2,1,4,3,3,4,3,7,2,NA,NA,NA,2,1,1,1,1,0,3,3,3,3,3,4,6,5,6,7,7,5,5,5,4,5,5,6,5,4,5,5,4,3,4,2,2,2,2,2,4,4,6,4,4,3,NA,1,3,9,8,8,10,10,1,1,1,0,0,0,0,0,0,0,NA,0,2,NA,2,2,1,1,1,1,2,3,3,2,1,2,1,1,2,2,2,2,1,2,10,2,1,1,5,1,4,2,2,3,1,1,4,0,0,2,1,4,1,0,0,0,0,0,0,1,1,0,1,1,0,1,3,2,3,4,2,2017,"2017-03-10",1,1
"2:810",2,1108,10103,201,200101,12,1,1,1,1,201,1,28,1,2,2,27,2,2,2,3,1,4,3,4,NA,3,2,2,NA,2,NA,2,2,NA,2,1,0,2,3,3,3,3,5,5,2,4,6,6,4,2,1,1,1,2,2,3,4,4,4,5,4,1,4,5,2,3,4,3,4,7,7,1,2,3,2,10,7,8,10,6,8,5,1,2,1,0,0,0,0,NA,0,NA,0,2,NA,2,2,1,1,1,2,3,3,2,1,2,1,2,2,1,4,NA,3,1,2,13,4,2,1,1,1,1,2,2,1,2,2,5,0,0,2,1,2,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,2,3,4,1,2017,"2017-03-12",3,2
"2:811",2,697,1803,218,201803,170,2,5,1,1,205,3,63,1,2,4,3,3,3,2,2,2,2,4,3,NA,4,2,2,NA,NA,2,2,2,NA,2,1,1,3,1,NA,4,4,2,5,7,4,NA,3,NA,4,6,5,NA,NA,6,4,NA,NA,3,2,6,NA,2,4,4,2,4,1,6,7,5,3,4,1,1,NA,7,5,2,4,8,10,9,2,0,0,0,0,NA,NA,0,1,0,1,2,NA,2,1,1,1,2,4,4,3,2,1,2,NA,NA,1,2,NA,NA,2,2,0,NA,1,1,1,7,NA,2,NA,3,2,2,4,0,10,3,5,5,0,0,0,0,0,NA,0,1,0,0,0,0,NA,1,7,1,4,4,1,2017,"2017-03-28",1,3
"2:812",2,1080,509,205,200509,193,1,4,1,1,206,3,51,2,2,4,70,3,3,2,3,1,2,4,4,4,1,NA,2,NA,1,NA,1,2,NA,2,1,0,4,3,3,4,2,6,7,7,7,7,7,6,7,NA,7,6,6,7,7,7,6,7,NA,7,1,3,NA,3,2,4,2,NA,7,NA,1,NA,NA,1,5,10,5,10,1,1,1,1,2,0,0,0,NA,NA,NA,0,0,0,1,3,2,2,1,1,1,2,4,3,3,3,1,3,1,NA,NA,NA,NA,NA,2,2,5,1,1,1,5,5,NA,2,2,4,3,2,7,1,4,2,5,2,0,0,1,1,0,0,0,1,1,0,0,1,0,1,3,2,4,4,2,2017,"2017-03-09",1,2
"2:813",2,1016,10103,201,200101,9,1,1,1,1,201,1,22,2,2,4,5,3,3,2,3,4,4,4,4,4,4,4,2,NA,1,NA,2,2,NA,2,1,1,4,3,1,1,3,3,5,2,1,6,2,2,4,3,1,5,1,6,4,7,2,4,NA,3,NA,4,3,2,4,4,3,3,4,2,6,5,3,2,6,9,6,4,5,7,1,1,1,0,0,0,NA,NA,NA,0,0,0,2,NA,2,2,2,1,2,2,3,4,3,3,1,3,1,2,4,NA,NA,NA,2,2,4,0,5,1,5,3,NA,2,2,4,3,5,14,8,2,3,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,2,3,4,2,2017,"2017-03-20",1,1
"2:814",2,1324,1413,214,201413,132,1,4,1,1,203,3,32,2,2,4,4,2,2,2,2,2,4,4,4,4,2,5,2,NA,2,NA,2,2,NA,2,0,0,2,2,2,4,3,3,5,4,5,5,7,5,6,3,3,4,6,4,5,5,4,5,5,7,3,1,4,2,2,2,2,3,5,6,1,2,1,1,5,6,5,5,3,3,1,1,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,2,2,1,1,2,2,4,1,3,3,1,3,1,4,1,2,NA,2,2,2,9,0,2,1,5,4,NA,2,2,3,2,1,8,5,0,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,5,1,5,4,2,2017,"2017-03-21",2,2
"2:815",2,1135,107,201,200107,33,1,1,1,1,201,3,30,1,2,2,27,2,2,2,3,2,4,4,4,NA,1,8,2,NA,1,NA,2,2,NA,1,1,0,2,2,3,4,3,5,5,5,5,5,6,5,6,5,5,4,4,5,3,5,5,5,5,5,4,3,3,3,3,3,2,4,5,5,5,5,4,1,7,6,7,7,5,5,5,5,2,0,0,0,0,NA,NA,NA,0,0,2,NA,2,2,1,1,1,2,4,4,3,3,1,1,1,1,1,4,NA,4,2,2,12,0,3,NA,1,3,NA,2,2,1,2,3,4,2,2,3,4,2,0,0,1,0,1,0,0,1,1,0,0,1,1,1,5,2,3,4,1,2017,"2017-03-21",2,1
"2:816",2,244,1319,213,201319,120,1,4,1,1,203,3,45,2,2,2,1,NA,NA,NA,2,NA,NA,1,3,NA,2,10,2,NA,NA,NA,NA,2,NA,2,NA,0,NA,NA,NA,NA,NA,1,1,NA,4,7,7,1,7,7,7,6,6,6,1,1,NA,1,1,NA,1,3,3,2,2,3,NA,7,7,6,5,1,NA,NA,1,NA,1,1,NA,1,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,2,NA,2,2,1,1,1,NA,2,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,2,NA,NA,NA,1,5,5,NA,2,2,NA,NA,6,3,2,3,NA,5,5,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,5,2,3,4,2,2017,"2017-04-06",NA,NA
"2:817",2,1331,11502,201,200115,53,1,1,1,1,201,1,26,2,2,1,57,3,3,1,3,2,2,1,2,1,4,3,2,NA,1,NA,2,1,3,1,0,1,3,3,3,1,1,1,3,2,5,7,7,1,7,3,7,1,1,4,1,5,1,6,1,1,2,5,5,4,2,2,1,2,3,1,7,5,1,2,8,10,10,9,5,9,6,9,1,1,1,1,1,0,NA,0,NA,1,1,1,1,1,1,1,1,2,4,1,1,2,2,2,2,4,1,4,NA,2,2,2,11,2,5,1,5,5,NA,1,1,3,3,3,2,0,0,2,2,1,0,1,1,2,0,0,1,1,1,0,0,1,1,NA,6,1,6,4,2,2017,"2017-03-31",1,1
"2:818",2,536,2201,222,202201,241,1,3,1,1,206,2,22,2,2,1,5,3,3,2,2,1,4,4,3,4,3,1,2,NA,2,NA,1,2,NA,2,0,0,3,2,2,2,3,7,7,1,7,7,7,7,1,1,7,1,1,7,7,7,1,7,7,7,1,1,2,3,2,2,5,7,1,1,1,7,2,1,1,10,10,1,10,10,10,1,2,0,0,0,NA,0,NA,0,NA,0,2,NA,2,2,2,1,2,2,2,4,1,2,2,2,1,12,1,4,4,2,2,2,4,NA,1,1,5,1,4,2,2,3,2,1,2,1,1,3,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,7,4,2,2017,"2017-03-20",1,2
"2:819",2,1315,1001,210,201001,213,1,3,1,1,206,2,31,2,2,4,4,3,3,2,5,1,1,4,4,4,1,1,2,NA,NA,2,2,1,2,1,1,0,4,3,3,3,4,NA,6,2,4,4,5,4,6,4,2,1,4,5,5,6,NA,4,4,6,2,3,NA,3,4,3,3,NA,5,4,3,4,3,1,8,6,7,8,4,5,7,4,1,0,0,0,NA,NA,NA,0,0,0,2,NA,2,1,2,2,2,2,4,4,1,NA,2,1,2,2,NA,NA,NA,NA,2,2,12,1,1,1,5,5,NA,2,2,2,3,2,4,3,1,2,2,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,4,1,7,4,2,2017,"2017-03-07",3,1
"2:820",2,578,502,205,200502,186,1,4,1,1,206,2,29,2,2,3,5,3,3,2,2,4,1,4,4,4,3,6,2,NA,2,NA,1,2,NA,2,1,0,4,3,3,1,4,2,7,2,4,3,7,4,6,3,7,2,3,7,2,2,3,6,4,7,2,3,3,2,2,4,3,3,6,3,1,2,1,2,5,10,5,10,5,5,5,1,1,0,0,0,1,NA,NA,0,0,0,1,1,1,1,1,1,1,2,4,4,NA,3,1,3,1,4,1,4,NA,NA,1,2,NA,2,5,1,5,5,NA,2,2,3,2,2,7,5,5,2,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,2,4,4,2,2017,"2017-02-23",2,2
"2:821",2,932,701,207,200701,79,1,3,1,1,203,2,30,1,2,1,1,3,3,1,3,1,4,1,3,NA,3,10,1,2,1,NA,2,2,NA,1,1,0,1,1,3,1,3,2,7,3,7,7,7,6,7,4,7,7,7,4,5,4,6,5,5,7,7,2,4,1,3,4,2,7,7,3,1,7,3,1,10,1,3,10,9,9,1,1,2,0,0,0,0,0,NA,NA,0,0,1,3,2,2,1,1,1,1,1,3,1,1,1,1,1,2,1,4,2,4,2,2,10,2,1,1,1,1,4,2,2,3,3,2,9,2,4,2,3,2,1,0,1,1,0,1,0,1,1,0,0,1,1,1,5,1,5,4,1,2017,"2017-03-07",3,1
"2:822",2,658,701,207,200701,80,1,3,1,1,203,2,22,2,2,1,1,3,1,2,2,1,4,4,4,3,2,4,1,1,NA,2,NA,2,NA,2,0,0,1,3,2,4,4,5,6,5,6,7,7,5,3,3,2,2,1,1,5,5,4,5,4,6,4,NA,2,2,2,3,2,1,5,6,1,NA,3,1,8,10,5,8,7,5,1,1,NA,0,0,0,0,0,NA,0,NA,0,1,3,2,2,1,1,1,2,4,4,1,2,2,2,2,4,4,NA,NA,NA,2,1,9,1,2,1,5,2,3,1,2,3,2,3,6,1,4,2,1,2,1,1,1,0,0,0,1,1,0,0,1,1,0,0,4,2,4,4,2,2017,"2017-04-01",3,2
"2:823",2,1193,10103,201,200101,12,1,1,1,1,201,1,33,1,2,1,15,2,2,2,2,1,3,3,4,NA,2,5,2,NA,NA,2,2,1,2,1,1,0,4,3,2,2,4,2,4,2,3,3,7,4,4,3,4,2,2,5,4,3,3,6,5,6,3,3,4,3,3,3,4,3,2,5,3,6,3,2,2,8,5,5,3,7,1,1,2,0,0,0,NA,0,NA,0,0,0,2,NA,2,1,2,1,2,2,2,4,1,1,2,2,1,12,1,2,NA,NA,2,2,11,4,2,NA,12,1,2,1,2,1,3,2,4,2,2,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,2,3,4,1,2017,"2017-03-31",3,2
"2:824",2,1030,1104,211,201104,227,2,5,1,1,206,3,26,2,2,1,5,3,2,2,2,4,4,3,4,3,1,3,2,NA,NA,NA,2,2,NA,2,0,0,2,3,3,3,2,5,4,6,5,6,7,4,5,2,6,3,4,6,7,6,4,5,3,5,4,3,3,2,4,2,2,NA,6,5,3,2,2,1,5,4,6,5,3,4,NA,4,2,0,0,0,0,NA,NA,0,NA,0,1,3,2,2,1,1,1,2,3,2,3,3,1,3,1,NA,1,2,NA,NA,2,1,12,2,4,1,5,7,NA,1,2,1,2,3,9,1,1,2,1,2,1,0,1,NA,0,0,1,1,0,0,0,1,0,1,5,2,4,4,2,2017,"2017-03-03",3,1
"2:825",2,1381,10107,201,200101,257,1,1,1,1,201,1,66,2,2,1,14,1,2,2,3,1,4,4,4,1,3,3,2,NA,NA,2,2,2,NA,2,0,0,2,1,1,2,3,2,6,3,7,6,7,1,7,1,3,1,5,7,1,7,6,6,3,7,1,3,5,3,2,3,4,2,1,3,1,3,3,2,2,10,5,4,2,3,1,4,2,0,0,0,0,NA,NA,0,NA,0,1,1,2,1,1,1,1,2,4,4,4,3,1,3,1,4,3,1,2,3,2,2,2,0,1,1,5,5,NA,2,2,2,1,6,4,0,4,2,5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,4,4,2,2017,"2017-03-09",1,1
"2:826",2,326,502,205,200502,185,1,4,1,1,206,2,46,1,2,2,57,3,1,2,2,1,4,4,4,NA,3,1,2,NA,2,NA,2,2,NA,2,0,0,2,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,7,1,1,1,5,1,1,1,3,3,1,1,1,1,1,3,1,10,10,10,10,1,1,1,1,1,0,0,0,NA,0,NA,NA,NA,0,1,2,2,2,1,1,1,2,3,2,1,3,2,1,2,1,3,5,NA,NA,2,2,6,NA,2,1,5,1,3,2,2,4,1,2,11,3,1,2,5,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7,2,4,4,1,2017,"2017-02-18",1,1
"2:827",2,1291,10107,201,200101,27,1,1,1,1,201,1,24,2,2,3,31,3,3,2,2,4,4,4,4,4,4,4,2,NA,NA,1,2,1,2,2,1,1,4,2,3,3,4,1,3,4,1,2,7,2,4,3,1,3,2,5,6,7,5,7,5,5,1,3,3,4,2,1,3,3,6,4,5,4,4,NA,5,8,7,9,5,5,1,5,2,0,0,0,NA,0,0,0,NA,0,2,NA,2,2,1,1,2,2,4,4,NA,3,1,3,1,12,2,5,NA,NA,2,2,NA,NA,5,NA,NA,1,4,2,2,4,1,1,4,3,3,7,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,6,2,4,4,2,2017,"2017-03-01",1,1
"2:828",2,905,110,201,200110,46,1,1,1,1,201,2,45,1,2,2,57,3,3,2,NA,1,2,4,4,NA,4,7,2,NA,2,NA,1,1,2,2,0,0,2,3,2,4,4,4,4,4,5,5,6,5,6,3,4,3,6,3,3,4,3,3,1,1,4,3,4,2,NA,2,4,5,5,4,6,6,3,1,5,10,6,5,5,4,1,1,2,0,0,0,NA,0,NA,NA,0,0,2,NA,1,2,1,1,1,2,4,3,2,3,1,3,1,2,1,3,NA,2,2,2,12,1,2,1,5,1,4,2,2,3,1,2,6,3,3,2,2,2,1,0,1,1,1,1,0,1,1,1,NA,1,1,1,3,2,3,4,1,2017,"2017-03-19",2,3
"2:829",2,680,10801,201,200108,37,1,1,1,1,201,1,18,1,2,1,57,3,3,2,2,1,2,2,4,NA,1,4,2,NA,NA,1,2,2,NA,2,0,0,2,1,2,2,2,1,7,5,5,7,7,5,6,5,6,4,4,6,5,7,4,5,5,4,5,4,3,2,2,2,2,6,6,5,5,5,1,2,5,4,6,6,7,5,8,4,1,0,0,0,NA,NA,NA,NA,NA,0,2,NA,2,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,NA,7,2,1,1,4,NA,2,1,2,1,1,12,2,0,7,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,3,2,3,4,1,2017,"2017-03-26",3,1
"2:830",2,639,1401,214,201401,124,1,3,1,1,203,2,21,1,2,1,1,3,2,2,3,1,4,4,4,NA,3,4,2,NA,1,NA,2,1,2,1,1,0,3,2,2,2,3,1,7,1,2,7,7,5,4,4,3,4,5,3,5,6,4,4,5,3,1,3,4,3,2,2,3,2,6,3,3,6,4,2,1,7,10,7,5,5,1,6,2,1,0,0,NA,NA,NA,0,NA,0,2,NA,1,2,2,1,2,2,1,3,3,3,2,1,2,2,1,3,3,3,2,2,5,3,1,1,5,4,NA,2,1,4,1,1,5,2,0,7,3,2,1,0,1,1,0,0,1,1,1,0,0,1,1,1,4,2,4,4,1,2017,"2017-02-18",2,1
"2:831",2,847,10105,201,200101,19,1,1,1,1,201,1,25,2,2,2,5,2,2,2,2,3,4,4,4,4,2,6,2,NA,2,NA,2,1,1,1,1,0,2,3,2,3,4,3,3,3,2,3,4,3,2,1,1,1,1,2,1,2,2,3,3,3,2,5,5,2,4,4,2,3,4,5,6,5,3,1,8,8,9,8,7,7,7,6,1,0,0,0,NA,0,0,NA,NA,0,1,3,2,2,1,1,1,2,4,3,1,3,2,3,2,4,1,2,NA,1,2,2,16,4,4,2,1,1,2,2,1,2,1,1,3,0,0,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,4,4,2,2017,"2017-03-11",2,2
"2:832",2,728,920,209,200920,209,1,2,1,1,206,2,28,1,2,2,55,2,1,2,4,1,4,2,1,NA,4,4,2,NA,NA,2,2,2,NA,1,0,1,2,1,2,1,4,3,5,4,3,6,7,5,4,3,3,3,4,4,6,6,4,6,4,6,3,4,4,3,3,3,3,1,6,7,1,4,3,2,10,10,8,6,2,1,1,1,2,0,0,0,0,0,NA,NA,NA,0,1,2,1,1,1,1,1,2,1,3,1,2,1,2,1,6,1,2,NA,3,1,1,13,0,2,1,2,1,2,2,1,3,1,2,3,1,1,2,2,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,4,2,3,4,1,2017,"2017-02-27",1,1
"2:833",2,1349,1311,213,201311,116,1,4,1,1,203,3,31,1,2,1,4,3,2,1,2,2,2,3,4,NA,2,5,2,NA,NA,2,2,2,NA,1,1,0,2,2,2,3,2,4,6,5,5,5,7,5,5,5,5,4,4,6,5,5,4,5,5,6,4,4,3,2,2,2,4,5,6,5,4,5,3,2,7,6,8,7,7,8,5,6,2,0,0,0,0,0,NA,0,0,0,1,2,1,2,1,1,1,2,3,3,3,3,1,3,1,2,1,2,NA,NA,2,2,12,1,3,1,1,1,1,2,1,1,2,3,5,3,3,2,1,2,1,0,1,0,0,1,0,1,1,1,1,1,0,1,3,2,4,4,1,2017,"2017-04-19",1,1
"2:834",2,1095,1601,216,201601,145,1,2,1,1,205,2,21,1,2,1,57,2,2,2,3,1,4,4,4,NA,1,1,2,NA,NA,2,2,2,NA,2,0,0,2,2,1,2,2,4,4,3,5,4,4,4,5,4,3,3,5,4,4,4,4,5,5,4,3,3,3,2,2,3,4,4,6,4,3,5,2,2,3,2,5,1,5,6,1,1,2,0,0,0,NA,0,NA,0,NA,0,1,2,1,2,2,1,2,2,4,1,1,1,2,1,2,4,4,NA,2,NA,2,2,12,NA,1,1,12,1,2,2,2,2,2,1,5,0,0,NA,1,2,1,1,1,1,1,0,0,1,1,1,1,1,0,1,5,1,4,4,1,2017,"2017-02-16",2,1
"2:835",2,114,10104,201,200101,16,1,1,1,1,201,1,69,2,2,1,57,3,2,2,2,1,NA,4,4,4,2,5,2,NA,1,NA,2,2,NA,2,1,0,2,3,3,3,3,3,5,6,5,4,7,5,6,3,4,2,3,4,5,6,4,6,4,6,3,2,3,2,2,2,3,3,4,5,6,5,2,2,5,4,6,7,5,6,2,1,2,0,0,0,NA,NA,NA,NA,NA,0,1,1,2,2,1,1,1,1,3,2,1,3,2,3,2,2,3,4,NA,4,2,2,6,0,2,1,5,7,NA,2,2,3,3,6,16,1,7,2,5,1,1,1,0,NA,0,1,0,1,1,0,0,1,0,1,5,1,6,4,2,2017,"2017-02-18",1,2
"2:836",2,1125,1319,213,201319,120,1,4,1,1,203,3,40,2,2,1,13,3,3,2,3,1,3,4,NA,4,2,5,2,NA,NA,NA,2,2,NA,1,0,0,3,3,1,2,4,2,2,2,2,7,7,4,5,2,2,1,2,2,4,3,2,3,3,6,2,3,5,3,3,3,3,1,7,5,2,4,4,1,8,3,5,6,2,1,10,6,2,0,0,0,0,NA,NA,NA,0,0,1,3,1,2,1,1,2,2,3,3,1,3,2,1,1,NA,1,2,NA,3,2,2,18,4,2,1,5,4,NA,2,1,3,3,1,5,1,2,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,2017,"2017-04-06",2,1
"2:837",2,1351,116,201,200116,58,1,1,1,1,201,2,40,2,2,3,1,3,3,2,3,2,3,4,4,4,3,10,2,NA,NA,1,1,2,NA,1,1,1,4,2,2,1,1,1,1,1,1,1,7,1,7,1,3,1,1,2,4,7,3,2,2,2,1,4,5,3,2,2,2,6,7,4,7,7,4,1,10,10,10,10,1,1,10,10,1,0,0,0,0,NA,NA,NA,0,0,1,3,2,1,1,1,2,2,3,4,1,2,2,2,2,1,1,4,NA,4,2,2,6,0,3,1,1,5,NA,2,2,4,3,3,3,0,1,2,5,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,7,1,6,4,2,2017,"2017-03-21",1,1
"2:838",2,10,609,206,200609,201,1,4,1,1,206,3,44,1,2,2,1,3,3,2,3,4,3,3,4,NA,3,3,2,NA,NA,2,2,2,NA,2,1,0,2,1,2,1,2,4,3,6,4,2,7,3,5,3,5,2,2,2,5,7,2,5,4,6,6,3,3,3,3,2,3,3,4,4,3,2,3,1,7,1,5,7,6,5,5,3,2,0,0,0,0,NA,NA,NA,NA,0,1,2,2,2,1,1,2,2,4,4,3,3,2,3,2,1,1,2,2,NA,2,2,3,0,2,1,5,3,NA,2,1,3,3,4,5,2,2,3,4,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,5,2,4,4,1,2017,"2017-03-15",1,1
"2:839",2,709,107,201,200107,36,1,1,1,1,201,3,35,2,2,1,14,2,1,2,3,4,2,4,3,4,1,1,2,NA,NA,1,2,2,NA,2,0,0,3,3,3,2,1,2,5,5,7,6,7,4,5,6,3,5,4,3,4,3,5,5,4,5,1,4,3,3,3,2,2,5,7,5,2,3,3,2,9,4,4,8,4,6,1,1,1,0,0,0,NA,0,NA,0,0,0,2,NA,2,1,1,1,1,2,3,4,1,2,2,3,2,4,1,2,NA,NA,2,2,2,NA,5,1,5,1,5,2,2,3,2,6,12,2,3,3,1,4,1,0,1,0,0,0,1,1,1,0,0,1,1,1,6,1,4,4,2,2017,"2017-03-21",3,1
"2:840",2,1026,401,204,200401,71,1,2,1,1,203,2,45,1,2,2,13,2,1,2,2,2,2,4,4,NA,1,9,2,NA,NA,2,2,2,NA,2,0,0,2,3,2,2,2,3,7,3,2,6,7,4,6,3,5,2,2,5,4,2,4,6,6,6,4,3,3,2,3,3,2,4,7,7,2,4,2,1,7,6,7,10,8,8,8,5,2,0,0,0,NA,0,NA,0,0,0,2,NA,1,2,1,1,1,2,2,3,1,1,2,1,2,2,1,2,3,2,2,2,7,2,2,1,5,1,2,2,2,2,1,2,3,1,1,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,2,3,4,1,2017,"2017-05-07",3,2
"2:841",2,889,10801,201,200108,37,1,1,1,1,201,1,49,1,2,1,5,3,3,1,4,1,2,2,4,NA,1,3,2,NA,NA,2,2,2,NA,2,1,0,2,2,2,4,3,3,2,1,2,3,7,4,6,2,4,1,1,2,1,2,2,3,6,2,1,4,4,3,3,3,3,3,7,3,4,5,3,1,6,10,7,1,3,2,4,1,2,0,0,0,1,0,NA,0,0,1,2,NA,2,1,1,1,1,2,3,3,1,2,2,2,2,1,1,4,2,4,2,2,14,1,2,1,1,1,1,2,2,4,3,2,4,1,4,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,8,1,6,4,1,2017,"2017-03-26",1,1
"2:842",2,312,10105,201,200101,17,1,1,1,1,201,1,62,2,2,1,5,1,1,2,1,1,4,4,4,1,3,4,2,NA,NA,1,2,2,NA,2,0,0,1,2,1,1,3,4,5,6,3,2,6,1,7,1,5,2,6,4,2,3,5,4,3,7,4,2,5,2,4,4,2,5,5,4,5,4,2,2,2,5,7,2,1,5,1,1,2,0,0,0,0,NA,NA,NA,NA,0,2,NA,2,2,1,1,1,2,3,2,4,3,2,3,1,13,3,4,NA,NA,2,1,0,0,1,1,5,7,NA,2,2,2,2,6,3,1,3,3,NA,1,1,1,1,NA,0,1,0,1,1,0,0,1,0,1,6,1,6,4,2,2017,"2017-02-20",1,1
"2:843",2,37,701,207,200701,80,1,3,1,1,203,2,22,1,2,1,13,2,1,2,2,2,3,3,2,NA,3,4,2,NA,NA,1,2,2,NA,2,1,0,2,3,2,3,3,3,5,4,3,2,6,5,4,5,4,4,4,6,6,4,5,5,4,6,4,2,2,2,3,4,3,4,3,4,4,3,2,1,6,8,7,6,4,6,7,1,2,1,0,0,0,0,NA,0,NA,0,1,3,2,1,1,1,1,2,3,2,2,2,1,2,1,10,1,2,NA,4,2,2,12,0,3,1,1,1,1,2,2,3,1,1,12,2,0,3,1,2,0,0,1,0,0,0,1,1,1,1,1,1,1,0,7,1,4,4,1,2017,"2017-05-20",1,1
"2:844",2,1257,401,204,200401,72,1,2,1,1,203,2,50,2,2,1,57,3,2,2,3,1,2,1,4,2,1,9,2,NA,1,NA,1,2,NA,1,0,0,1,3,2,4,4,4,7,7,7,4,7,5,7,5,3,4,5,7,6,4,3,6,5,4,6,3,3,3,2,NA,3,2,4,5,7,7,3,1,3,10,7,5,4,9,1,1,2,0,0,0,0,NA,NA,NA,0,0,2,NA,2,2,1,1,1,2,4,3,1,1,2,3,1,12,3,4,NA,NA,2,2,0,0,1,1,5,7,NA,2,2,2,2,3,12,2,11,3,5,5,1,0,1,0,0,0,0,1,1,0,0,1,1,0,8,1,6,4,2,2017,"2017-04-18",3,2
