,sex,age,read_write,head_house,home_dept,home_city,mex_port,trans_crossm,coyote_usd,first_state,first_city,second_state,second_city,long_state,long_city,us_entry,trans_crossu,reason,fellow_trav
2709,Hombre,20,Sí,Sí,Vive en EUA,Vive en EUA,La Mesilla,Ninguno (caminando o nadando),60000,Tamaulipas,Reynosa (Tamaulipas),Distrito Federal,No especificado,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,12
2710,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,La Mesilla,Autobús o camioneta,No especificado,Sonora,Altar (Sonora),No especificado,No especificado,Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,2
2711,Hombre,34,Sí,Sí,Vive en EUA,Vive en EUA,El Carmen,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),No especificado,No especificado,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2712,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Yoro,El Progreso,El Ceibo,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,No especificado,Nuevo León,Monterrey (Nuevo León),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,1
2713,Hombre,25,Sí,No,22,2205,Gracias a Dios,Automóvil/Motocicleta particular,70000,Tamaulipas,Reynosa (Tamaulipas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,18
2714,Mujer,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,Tecún Umán,"Balsas (cámaras de llanta, tambos, maderos)",12000,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Distrito Federal,No especificado,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,10
2715,Hombre,39,Sí,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chihuahua,Juárez (Chihuahua),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Chihuahua,Juárez (Chihuahua),Juárez (Chihuahua),Ninguno (caminando o nadando),Buscar trabajo,5
2716,Hombre,25,Sí,No,Ocotepeque,Sensenti,Tecún Umán,Autobús o camioneta,7000,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
2717,Hombre,20,Sí,Sí,Vive en EUA,Vive en EUA,La Mesilla,Autobús o camioneta,5000,Chihuahua,Chihuahua (Chihuahua),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,15
2718,Hombre,18,Sí,No,Ocotepeque,Sensenti,Ingenieros,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,6
2719,Hombre,19,Sí,No,La Paz,Mercedes de Oriente,Toquián Grande,Autobús o camioneta,No responde,Oaxaca,Oaxaca de Juárez (Oaxaca),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Lancha o embarcación en el río,Buscar trabajo,5
2720,Hombre,33,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Francisco Morazán,Alubarén,Gracias a Dios,Automóvil/Motocicleta particular,75000,Puebla,Heróica Puebla de Zaragoza (Puebla),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,11
2721,Hombre,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Ocotepeque,Sensenti,La Mesilla,Autobús o camioneta,22000,Sonora,Altar (Sonora),No especificado,No especificado,Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,70
2722,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Intubucá,La Esperanza,Gracias a Dios,Automóvil/Motocicleta particular,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),Chiapas,Chiapa de Corzo (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
2723,Hombre,18,Sí,No,El Paraíso,Yuscarán,No especificado,Autobús o camioneta,60000,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado,Ninguno (caminando o nadando),Buscar trabajo,6
2724,Hombre,29,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Valle,Alianza,El Ceibo,Autobús o camioneta,6500,Sonora,Agua Prieta (Sonora),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Sonora,Agua Prieta (Sonora),Agua Prieta (Sonora),Ninguno (caminando o nadando),Trabajar,Ninguna
2725,Hombre,50,No,Sí,Ocotepeque,1419,La Mesilla,Ninguno (caminando o nadando),58000,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Sonora,San Luis Río Colorado (Sonora),Sonora,San Luis Río Colorado (Sonora),San Luis Río Colorado (Sonora),Ninguno (caminando o nadando),Buscar trabajo,3
2726,Hombre,24,Sí,Sí,Lempira,San Juan Guarita,Gracias a Dios,Ninguno (caminando o nadando),15000,Sonora,Altar (Sonora),Nuevo León,Monterrey (Nuevo León),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,14
2727,Hombre,24,Sí,Sí,Valle,1734,La Técnica,Ninguno (caminando o nadando),5000,México,No especificado,Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,18
2728,Hombre,41,No,Sí,Valle,1734,La Técnica,Ninguno (caminando o nadando),2800,Tabasco,Villahermosa (Tabasco),Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Piedras Negras (Coahuila de Zaragoza),Ninguno (caminando o nadando),Buscar trabajo,9
2729,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Valle,San Francisco de Coray,La Técnica,Ninguno (caminando o nadando),7000,Tamaulipas,Heroica Matamoros (Tamaulipas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Heroica Matamoros (Tamaulipas),Heroica Matamoros (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,5
2730,Mujer,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,20,2007,La Mesilla,Autobús o camioneta,No sabe,Distrito Federal,No especificado,Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,2
2731,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Gracias a Dios,909,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Piedras Negras (Coahuila de Zaragoza),Ninguno (caminando o nadando),Buscar trabajo,5
2732,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Choluteca,Choluteca,Tecún Umán,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Coahuila de Zaragoza,Saltillo (Coahuila de Zaragoza),Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Piedras Negras (Coahuila de Zaragoza),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2733,Hombre,44,Sí,Sí,Atlántida,132,La Mesilla,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),No especificado,No especificado,Coahuila de Zaragoza,Piedras Negras (Coahuila de Zaragoza),Piedras Negras (Coahuila de Zaragoza),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2734,Mujer,22,Sí,No,20,2001,El Ceibo,Ninguno (caminando o nadando),60000,México,No especificado,Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),México,No especificado,Miguel Alemán (Brecha 124 entre Kilómetro 15 y 16 Norte) (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,5
2735,Hombre,27,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Atlántida,135,El Ceibo,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tabasco,Villahermosa (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,5
2736,Hombre,28,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Gracias a Dios,909,El Carmen,"Balsas (cámaras de llanta, tambos, maderos)",75000,Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Puebla,Heróica Puebla de Zaragoza (Puebla),Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Miguel Alemán (Brecha 124 entre Kilómetro 15 y 16 Norte) (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,2
2737,Hombre,36,Sí,Sí,Olancho,Juticalpa,La Técnica,Lancha o embarcación en el río,50000,Tamaulipas,Reynosa (Tamaulipas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2738,Hombre,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Valle,1710,El Ceibo,Autobús o camioneta,50000,Tamaulipas,Nuevo Laredo (Tamaulipas),No especificado,No especificado,Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2739,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,10000,Sonora,Heroica Nogales (Sonora),No especificado,No especificado,Sonora,Heroica Nogales (Sonora),Heroica Nogales (Sonora),Ninguno (caminando o nadando),"Reunirse con amistades, compras o paseo",No especificado
2740,Hombre,30,Sí,Sí,No especificado,No especificado,Gracias a Dios,Tráiler o camión de carga,60000,Sonora,Altar (Sonora),No especificado,No especificado,Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2741,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Lempira,Virginia,Gracias a Dios,Ninguno (caminando o nadando),54000,Chihuahua,Juárez (Chihuahua),Sonora,Agua Prieta (Sonora),Chihuahua,Juárez (Chihuahua),Juárez (Chihuahua),Ninguno (caminando o nadando),Trabajar,6
2742,Hombre,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,La Mesilla,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Sonora,Altar (Sonora),No especificado,No especificado,Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,1
2743,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,La Paz,Yarula,Gracias a Dios,Autobús o camioneta,50000,Puebla,Heróica Puebla de Zaragoza (Puebla),Aguascalientes,Aguascalientes (Aguascalientes),Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Miguel Alemán (Brecha 124 entre Kilómetro 15 y 16 Norte) (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,6
2744,Hombre,26,Sí,No,Francisco Morazán,Alubarén,La Mesilla,Autobús o camioneta,60000,Oaxaca,Oaxaca de Juárez (Oaxaca),México,San Pedro Totoltepec (México),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,10
2745,Hombre,18,Sí,No,Valle,San Lorenzo,El Ceibo,Autobús o camioneta,8000,Tabasco,Villahermosa (Tabasco),San Luis Potosí,San Luis Potosí (San Luis Potosí),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,5
2746,Hombre,27,Sí,Sí,Intubucá,La Esperanza,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Hidalgo,130160001,Sonora,Altar (Sonora),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,8
2747,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,El Paraíso,San Matías,La Mesilla,Autobús o camioneta,65000,Oaxaca,Oaxaca de Juárez (Oaxaca),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,5
2748,Hombre,30,Sí,Sí,El Paraíso,Güinope,La Mesilla,Autobús o camioneta,65000,Guanajuato,Guanajuato (Guanajuato),Distrito Federal,No especificado,Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,6
2749,Hombre,24,Sí,Sí,La Paz,Santa Ana,El Carmen,Autobús o camioneta,55000,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Guanajuato,Celaya (Guanajuato),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,5
2750,Hombre,53,Sí,Sí,Ocotepeque,Sinuapa,La Mesilla,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Comitán de Domínguez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,Ninguna
2751,Hombre,42,Sí,Sí,Vive en EUA,Vive en EUA,Gracias a Dios,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Nuevo León,Monterrey (Nuevo León),Sonora,Agua Prieta (Sonora),Nuevo León,Monterrey (Nuevo León),Agua Prieta (Sonora),Ninguno (caminando o nadando),Buscar trabajo,4
2752,Mujer,35,Sí,No,Valle,San Francisco de Coray,Naranjo,Ninguno (caminando o nadando),90000,Tamaulipas,Reynosa (Tamaulipas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,21
2753,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,La Paz,Mercedes de Oriente,El Carmen,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,México,No especificado,Chiapas,Tuxtla Gutiérrez (Chiapas),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,12
2754,Hombre,20,Sí,No,Gracias a Dios,909,Gracias a Dios,Ninguno (caminando o nadando),60000,Chiapas,Tuxtla Gutiérrez (Chiapas),Puebla,Heróica Puebla de Zaragoza (Puebla),Puebla,Heróica Puebla de Zaragoza (Puebla),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,18
2755,Hombre,27,Sí,Sí,Intubucá,La Esperanza,La Mesilla,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Puebla,Heróica Puebla de Zaragoza (Puebla),Sonora,Altar (Sonora),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,8
2756,Hombre,36,Sí,Sí,Intubucá,La Esperanza,Tecún Umán,Ninguno (caminando o nadando),No sabe,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Sonora,Altar (Sonora),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,4
2757,Hombre,31,Sí,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Automóvil/Motocicleta particular,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Oaxaca,Oaxaca de Juárez (Oaxaca),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,3
2758,Hombre,27,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Santa Bárbara,1633,El Ceibo,Ninguno (caminando o nadando),60000,Tabasco,Villahermosa (Tabasco),Nuevo León,Monterrey (Nuevo León),Nuevo León,Monterrey (Nuevo León),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,14
2759,Hombre,27,No,No,La Paz,Mercedes de Oriente,La Mesilla,Ninguno (caminando o nadando),82000,Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),México,No especificado,Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Miguel Alemán (Brecha 124 entre Kilómetro 15 y 16 Norte) (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,18
2760,Mujer,28,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Yoro,Yoro,Gracias a Dios,Ninguno (caminando o nadando),No sabe,Chiapas,San Cristóbal de las Casas (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,5
2761,Mujer,34,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,19,1901,La Mesilla,Automóvil/Motocicleta particular,32000,Oaxaca,Oaxaca de Juárez (Oaxaca),Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Miguel Alemán (Brecha 124 entre Kilómetro 15 y 16 Norte) (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,14
2762,Hombre,28,Sí,No,Ocotepeque,1420,El Ceibo,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tabasco,Villahermosa (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2763,Hombre,20,Sí,No,La Paz,1226,Tecún Umán,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,10
2764,Hombre,18,Sí,No,Ocotepeque,Sensenti,Toquián Grande,Ninguno (caminando o nadando),40000,Tamaulipas,Reynosa (Tamaulipas),Chiapas,Arriaga (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,5
2765,Hombre,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Valle,San Lorenzo,El Ceibo,Autobús o camioneta,65000,Tabasco,Villahermosa (Tabasco),Querétaro,Santiago de Querétaro (Querétaro),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,5
2766,Hombre,30,Sí,Sí,Santa Bárbara,Naranjito,El Ceibo,Autobús o camioneta,10000,Tamaulipas,Nuevo Laredo (Tamaulipas),No responde,No responde,No responde,No responde,Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,5
2767,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Ocotepeque,Sinuapa,Gracias a Dios,Autobús o camioneta,60000,Tabasco,Villahermosa (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Lancha o embarcación en el río,Buscar trabajo,12
2768,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Valle,Caridad,El Ceibo,Ninguno (caminando o nadando),8000,Tabasco,Villahermosa (Tabasco),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,4
2769,Hombre,23,Sí,No,20,2007,El Ceibo,Lancha o embarcación en el río,10000,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Chiapas,Tuxtla Gutiérrez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Lancha o embarcación en el río,Buscar trabajo,7
2770,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Valle,Nacaome,El Ceibo,Autobús o camioneta,75000,San Luis Potosí,San Luis Potosí (San Luis Potosí),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,3
2771,Mujer,19,Sí,No,Lempira,San Juan Guarita,Tecún Umán,Ninguno (caminando o nadando),30000,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Sonora,Altar (Sonora),Sonora,Altar (Sonora),Altar (Sonora),No responde,No responde,No responde
2772,Hombre,37,Sí,Sí,Vive en EUA,Vive en EUA,Gracias a Dios,Ninguno (caminando o nadando),9000,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Sonora,Altar (Sonora),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,23
2773,Hombre,23,Sí,No,Gracias a Dios,915,La Mesilla,Ninguno (caminando o nadando),No sabe,Tabasco,Villahermosa (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,4
2774,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Valle,Amapala,El Ceibo,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,México,No especificado,Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2775,Hombre,37,Sí,Sí,Cortés,513,La Técnica,Ninguno (caminando o nadando),6500,Tabasco,Villahermosa (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,8
2776,Hombre,19,Sí,No,Gracias a Dios,920,Gracias a Dios,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Puebla,Heróica Puebla de Zaragoza (Puebla),Chiapas,Tuxtla Gutiérrez (Chiapas),Puebla,Heróica Puebla de Zaragoza (Puebla),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,8
2777,Hombre,43,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Gracias a Dios,920,Tecún Umán,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Puebla,Heróica Puebla de Zaragoza (Puebla),Nuevo León,Monterrey (Nuevo León),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2778,Mujer,27,Sí,No,Gracias a Dios,Puerto Lempira,Gracias a Dios,Ninguno (caminando o nadando),No sabe,México,No especificado,Tamaulipas,Nuevo Laredo (Tamaulipas),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,4
2779,Mujer,28,Sí,No,Gracias a Dios,Puerto Lempira,Gracias a Dios,Ninguno (caminando o nadando),No sabe,Puebla,Heróica Puebla de Zaragoza (Puebla),Tamaulipas,Nuevo Laredo (Tamaulipas),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,3
2780,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Ocotepeque,1419,Gracias a Dios,Autobús o camioneta,8000,Tabasco,Villahermosa (Tabasco),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,8
2781,Hombre,53,Sí,Sí,22,2205,Gracias a Dios,Ninguno (caminando o nadando),5000,Puebla,Heróica Puebla de Zaragoza (Puebla),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
2782,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Valle,1734,La Mesilla,Automóvil/Motocicleta particular,61000,Puebla,Heróica Puebla de Zaragoza (Puebla),Tamaulipas,Nuevo Laredo (Tamaulipas),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,4
2783,Hombre,20,No,Sí,20,2007,Bethel,Lancha o embarcación en el río,25000,Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,9
2784,Mujer,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,21,2106,La Mesilla,Autobús o camioneta,No sabe,Chiapas,Arriaga (Chiapas),Puebla,Heróica Puebla de Zaragoza (Puebla),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,7
